4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,Blood Sea Blade,5M
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,Blood Sea Blade,5M
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,Blood Sea Blade,5M
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,Blood Sea Blade,5M
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,5M,Blood Sea Blade
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,5M,Blood Sea Blade
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,5M,Blood Sea Blade
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Dragon Claw,5M,Blood Sea Blade
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,Dragon Claw,5M
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,Dragon Claw,5M
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,Dragon Claw,5M
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,Dragon Claw,5M
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,5M,Dragon Claw
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,5M,Dragon Claw
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,5M,Dragon Claw
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Blood Sea Blade,5M,Dragon Claw
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Dragon Claw,Blood Sea Blade
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Dragon Claw,Blood Sea Blade
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Dragon Claw,Blood Sea Blade
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Dragon Claw,Blood Sea Blade
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Blood Sea Blade,Dragon Claw
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Blood Sea Blade,Dragon Claw
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Blood Sea Blade,Dragon Claw
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Blood Sea Blade,Dragon Claw
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Trans,Alluring
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Trans,Alluring
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Trans,Alluring
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Trans,Alluring
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Alluring,Trans
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Alluring,Trans
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Alluring,Trans
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,5M,Alluring,Trans
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,5M,Alluring
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,5M,Alluring
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,5M,Alluring
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,5M,Alluring
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,Alluring,5M
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,Alluring,5M
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,Alluring,5M
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Trans,Alluring,5M
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,5M,Trans
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,5M,Trans
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,5M,Trans
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,5M,Trans
4,Acc,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,Trans,5M
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,Trans,5M
4,Spine,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,Trans,5M
4,Air of the East,Surging,Sacred Flame,Inner Focus,Black Shadow,Alluring,Trans,5M
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,Hidden,5M,Trans
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,Hidden,5M,Trans
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Purple,Hidden,5M,Trans
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,Hidden,5M,Trans
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,Hidden,Trans,5M
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,Hidden,Trans,5M
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Purple,Hidden,Trans,5M
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,Hidden,Trans,5M
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,5M,Alluring
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,5M,Alluring
4,Spine,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,5M,Alluring
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,5M,Alluring
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,Alluring,5M
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,Alluring,5M
4,Spine,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,Alluring,5M
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,Blood Sea Blade,Alluring,5M
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,5M,Hidden,Trans
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,5M,Hidden,Trans
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Purple,5M,Hidden,Trans
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,5M,Hidden,Trans
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,5M,Blood Sea Blade,Alluring
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,5M,Blood Sea Blade,Alluring
4,Spine,Surging,Sacred Flame,Inner Focus,Purple,5M,Blood Sea Blade,Alluring
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,5M,Blood Sea Blade,Alluring
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,5M,Trans,Hidden
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,5M,Trans,Hidden
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Purple,5M,Trans,Hidden
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,5M,Trans,Hidden
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,5M,Alluring,Blood Sea Blade
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,5M,Alluring,Blood Sea Blade
4,Spine,Surging,Sacred Flame,Inner Focus,Purple,5M,Alluring,Blood Sea Blade
4,Air of the East,Surging,Sacred Flame,Inner Focus,Purple,5M,Alluring,Blood Sea Blade
4,Origin,Surging,Sacred Flame,Inner Focus,Purple,Trans,Hidden,5M
4,Acc,Surging,Sacred Flame,Inner Focus,Purple,Trans,Hidden,5M
4,Unbreakable,Surging,Sacred Flame,Inner Focus,Purple,Trans,Hidden,5M
